acquisitions_id,acquired_company,acquiring_company,year_of_acquisition_announcement,price,price_disclosed,status,terms,country_hq,country_hq_bidder,city_hq,city_hq_bidder,target_main_category,bidder_main_category,market_categories,market_categories_bidder,target_age_at_acquisition,bidder_age_at_acquisition,cross_border,same_country,target_has_category,number_of_acquisitions,number_of_employees,total_funding_usd,cluster
Pinterest acquired Livestar in 2013,Livestar,Pinterest,2013,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Francisco,Curated Web,Curated Web,Curated Web,"Curated Web, Social Bookmarking, Social Media",2.0,4.0,0,0,1,5.0,333.0,762500000.0,0
Pinterest acquired Punchfork in 2013,Punchfork,Pinterest,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,San Francisco,Curated Web,Curated Web,Curated Web,"Curated Web, Social Bookmarking, Social Media",3.0,4.0,0,1,1,5.0,333.0,762500000.0,0
Pinterest acquired VisualGraph in 2014,VisualGraph,Pinterest,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Francisco,Analytics,Curated Web,Analytics,"Curated Web, Social Bookmarking, Social Media",1.0,5.0,0,1,1,5.0,333.0,762500000.0,0
Qualcomm acquired AMD Handheld Graphics in 2009,AMD Handheld Graphics,Qualcomm,2009,"$65,000,000",1,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Diego,Semiconductors,Semiconductors,Semiconductors,Semiconductors,,24.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Berkäna Wireless in 2006,Berkäna Wireless,Qualcomm,2006,"$56,000,000",1,Undisclosed,Cash,United States,United States,Campbell,San Diego,Mobile,Semiconductors,Mobile,Semiconductors,5.0,21.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Bitboys Oy in 2009,Bitboys Oy,Qualcomm,2009,Undisclosed amount,0,Undisclosed,Undisclosed,Finland,United States,Helsinki,San Diego,Hardware + Software,Semiconductors,Hardware + Software,Semiconductors,18.0,24.0,1,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Black Sand Technologies in 2014,Black Sand Technologies,Qualcomm,2014,Undisclosed amount,0,Complete,Undisclosed,United States,United States,Austin,San Diego,Electronics,Semiconductors,"Electronics, Semiconductor Manufacturing Equipment, Semiconductors",Semiconductors,9.0,29.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired DesignArt Networks in 2012,DesignArt Networks,Qualcomm,2012,"$144,000,000",1,Complete,Cash,Israel,United States,Ra'anana,San Diego,Software,Semiconductors,Software,Semiconductors,6.0,27.0,1,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Digital Fountain in 2009,Digital Fountain,Qualcomm,2009,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Diego,Games,Semiconductors,Games,Semiconductors,,24.0,0,0,1,22.0,31000.0,0.0,0
Qualcomm acquired ELATA in 2005,ELATA,Qualcomm,2005,Undisclosed amount,0,Undisclosed,Undisclosed,Great Britain,United States,Poole,San Diego,Software,Semiconductors,Software,Semiconductors,9.0,20.0,1,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Euvision in 2014,Euvision,Qualcomm,2014,Undisclosed amount,0,Pending,Undisclosed,The Netherlands,United States,Amsterdam,San Diego,Computer Vision,Semiconductors,"Computer Vision, Search",Semiconductors,4.0,29.0,1,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Firethorn in 2007,Firethorn,Qualcomm,2007,"$210,000,000",1,Undisclosed,Cash,United States,United States,Atlanta,San Diego,Mobile,Semiconductors,Mobile,Semiconductors,6.0,22.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired HaloIPT in 2011,HaloIPT,Qualcomm,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Diego,Mobile,Semiconductors,Mobile,Semiconductors,,26.0,0,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Now Software in 1997,Now Software,Qualcomm,1997,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Portland,San Diego,Software,Semiconductors,Software,Semiconductors,,12.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Pixtronix in 2011,Pixtronix,Qualcomm,2011,"$175,000,000",1,Undisclosed,Undisclosed,United States,United States,Wilmington,San Diego,Hardware + Software,Semiconductors,"Hardware + Software, Displays",Semiconductors,6.0,26.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Qualcomm Atheros in 2011,Qualcomm Atheros,Qualcomm,2011,"$3,100,000,000",1,Undisclosed,Stock,United States,United States,Santa Clara,San Diego,Hardware + Software,Semiconductors,Hardware + Software,Semiconductors,13.0,26.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Rapid Bridge in 2011,Rapid Bridge,Qualcomm,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Diego,San Diego,Semiconductors,Semiconductors,Semiconductors,Semiconductors,7.0,26.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired SnapTrack in 2000,SnapTrack,Qualcomm,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Diego,Public Relations,Semiconductors,Public Relations,Semiconductors,,15.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired SoftMax in 2007,SoftMax,Qualcomm,2007,Undisclosed amount,0,Undisclosed,Cash,,United States,,San Diego,Unknown,Semiconductors,,Semiconductors,,22.0,0,0,0,22.0,31000.0,0.0,3
Qualcomm acquired Summit Microelectronics in 2014,Summit Microelectronics,Qualcomm,2014,Undisclosed amount,0,Complete,Undisclosed,United States,United States,Sunnyvale,San Diego,Semiconductors,Semiconductors,Semiconductors,Semiconductors,17.0,29.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired TeleCIS Wireless in 2007,TeleCIS Wireless,Qualcomm,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Campbell,San Diego,Semiconductors,Semiconductors,Semiconductors,Semiconductors,7.0,22.0,0,1,1,22.0,31000.0,0.0,0
Qualcomm acquired Trigenix in 2004,Trigenix,Qualcomm,2004,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Diego,Unknown,Semiconductors,,Semiconductors,,19.0,0,0,0,22.0,31000.0,0.0,3
Qualcomm acquired Wilocity in 2014,Wilocity,Qualcomm,2014,"$300,000,000",1,Complete,Cash,Israel,United States,Caesarea,San Diego,Semiconductors,Semiconductors,Semiconductors,Semiconductors,7.0,29.0,1,0,1,22.0,31000.0,0.0,0
Qualcomm acquired Within Technology in 2000,Within Technology,Qualcomm,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Diego,Unknown,Semiconductors,,Semiconductors,,15.0,0,0,0,22.0,31000.0,0.0,3
Qualcomm acquired Xiam in 2008,Xiam,Qualcomm,2008,"$32,000,000",1,Undisclosed,Cash,Ireland,United States,Dublin,San Diego,Web Development,Semiconductors,"Web Development, Mobile",Semiconductors,,23.0,1,0,1,22.0,31000.0,0.0,0
Radionomy acquired Nullsoft in 2014,Nullsoft,Radionomy,2014,Undisclosed amount,0,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
Reachd acquired Bebo in 2010,Bebo,Reachd,2010,"$10,000,000",1,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
RentPath acquired Rent.com in 2012,Rent.com,RentPath,2012,Undisclosed amount,0,Undisclosed,Cash,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
Salesforce acquired Activa Live in 2010,Activa Live,Salesforce,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,St. Clair Shores,San Francisco,Customer Service,Software,"Customer Service, Contact Centers, Chat","Software, Hardware + Software, Enterprises, Cloud Computing",3.0,11.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired ChoicePass in 2012,ChoicePass,Salesforce,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Francisco,Mobile,Software,"Mobile, Consumer Internet, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",1.0,13.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Clipboard in 2013,Clipboard,Salesforce,2013,"$12,000,000",1,Undisclosed,Undisclosed,United States,United States,Bellevue,San Francisco,Curated Web,Software,"Curated Web, Social Bookmarking, Social Media","Software, Hardware + Software, Enterprises, Cloud Computing",2.0,14.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Desk in 2011,Desk,Salesforce,2011,"$50,000,000",1,Undisclosed,Cash,United States,United States,San Francisco,San Francisco,Customer Support Tools,Software,"Customer Support Tools, Tech Field Support, Customer Service, CRM, SaaS, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",2.0,12.0,0,1,1,29.0,12000.0,21000000.0,2
Salesforce acquired Dimdim in 2011,Dimdim,Salesforce,2011,"$31,000,000",1,Undisclosed,Cash,United States,United States,Lowell,San Francisco,Curated Web,Software,Curated Web,"Software, Hardware + Software, Enterprises, Cloud Computing",5.0,12.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired EdgeSpring in 2013,EdgeSpring,Salesforce,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Mateo,San Francisco,Big Data,Software,"Big Data, Business Intelligence, Analytics","Software, Hardware + Software, Enterprises, Cloud Computing",3.0,14.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired EntropySoft in 2013,EntropySoft,Salesforce,2013,Undisclosed amount,0,Undisclosed,Undisclosed,France,United States,Paris,San Francisco,Web CMS,Software,"Web CMS, Enterprises, Cloud Computing, Data Integration, Software, Synchronization","Software, Hardware + Software, Enterprises, Cloud Computing",8.0,14.0,1,0,1,29.0,12000.0,21000000.0,2
Salesforce acquired Etacts in 2010,Etacts,Salesforce,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,San Francisco,Curated Web,Software,Curated Web,"Software, Hardware + Software, Enterprises, Cloud Computing",,11.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired ExactTarget in 2013,ExactTarget,Salesforce,2013,"$2,500,000,000",1,Undisclosed,Undisclosed,United States,United States,Indianapolis,San Francisco,Marketing Automation,Software,"Marketing Automation, Email Marketing, Software","Software, Hardware + Software, Enterprises, Cloud Computing",13.0,14.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired GoInstant in 2012,GoInstant,Salesforce,2012,"$70,000,000",1,Undisclosed,Cash,Canada,United States,Halifax,San Francisco,Enterprise Software,Software,Enterprise Software,"Software, Hardware + Software, Enterprises, Cloud Computing",2.0,13.0,1,0,1,29.0,12000.0,21000000.0,2
Salesforce acquired GroupSwim in 2009,GroupSwim,Salesforce,2009,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Francisco,Enterprises,Software,"Enterprises, Social Network Media, Enterprise 2.0, Collaboration, Software, SaaS, Forums","Software, Hardware + Software, Enterprises, Cloud Computing",4.0,10.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Heroku in 2010,Heroku,Salesforce,2010,"$250,000,000",1,Undisclosed,"Cash, Stock",United States,United States,San Francisco,San Francisco,Venture Capital,Software,"Venture Capital, Web Development, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",3.0,11.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Informavores in 2009,Informavores,Salesforce,2009,Undisclosed amount,0,Undisclosed,Undisclosed,Great Britain,United States,Cardiff,San Francisco,Software,Software,Software,"Software, Hardware + Software, Enterprises, Cloud Computing",5.0,10.0,1,0,1,29.0,12000.0,21000000.0,0
Salesforce acquired InStranet in 2008,InStranet,Salesforce,2008,"$31,500,000",1,Undisclosed,Cash,United States,United States,Chicago,San Francisco,Enterprise Software,Software,Enterprise Software,"Software, Hardware + Software, Enterprises, Cloud Computing",9.0,9.0,0,1,1,29.0,12000.0,21000000.0,2
Salesforce acquired Jigsaw in 2010,Jigsaw,Salesforce,2010,"$142,000,000",1,Undisclosed,Cash,United States,United States,San Mateo,San Francisco,Curated Web,Software,"Curated Web, Contact Management","Software, Hardware + Software, Enterprises, Cloud Computing",7.0,11.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Kieden in 2006,Kieden,Salesforce,2006,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Francisco,CRM,Software,"CRM, SEO, Semantic Search","Software, Hardware + Software, Enterprises, Cloud Computing",,7.0,0,0,1,29.0,12000.0,21000000.0,0
Salesforce acquired Koral Technologies in 2007,Koral Technologies,Salesforce,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Mateo,San Francisco,Software,Software,Software,"Software, Hardware + Software, Enterprises, Cloud Computing",,8.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Manymoon in 2011,Manymoon,Salesforce,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Francisco,Curated Web,Software,Curated Web,"Software, Hardware + Software, Enterprises, Cloud Computing",,12.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Model Metrics in 2011,Model Metrics,Salesforce,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Chicago,San Francisco,CRM,Software,"CRM, Software","Software, Hardware + Software, Enterprises, Cloud Computing",8.0,12.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Prior Knowledge in 2012,Prior Knowledge,Salesforce,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Francisco,Big Data Analytics,Software,"Big Data Analytics, Machine Learning, Cloud Computing, Analytics, SaaS","Software, Hardware + Software, Enterprises, Cloud Computing",1.0,13.0,0,1,1,29.0,12000.0,21000000.0,2
Salesforce acquired RelateIQ in 2014,RelateIQ,Salesforce,2014,"$390,000,000",1,,Undisclosed,,United States,,San Francisco,Unknown,Software,,"Software, Hardware + Software, Enterprises, Cloud Computing",,15.0,0,0,0,29.0,12000.0,21000000.0,3
Salesforce acquired Rypple in 2011,Rypple,Salesforce,2011,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Toronto,San Francisco,Teachers,Software,"Teachers, Reviews and Recommendations, Collaboration, Productivity Software, Lead Management, Human Resources, Software, Weddings","Software, Hardware + Software, Enterprises, Cloud Computing",3.0,12.0,1,0,1,29.0,12000.0,21000000.0,2
Salesforce acquired Salesforce Buddy Media in 2012,Salesforce Buddy Media,Salesforce,2012,"$689,000,000",1,Undisclosed,Undisclosed,United States,United States,New York City,San Francisco,Social Media Marketing,Software,"Social Media Marketing, Social Network Media, Apps, Software, Media, Social Media, Facebook Applications, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",5.0,13.0,0,1,1,29.0,12000.0,21000000.0,2
Salesforce acquired Salesforce Japan in 2010,Salesforce Japan,Salesforce,2010,"$170,000,000",1,Undisclosed,Undisclosed,Japan,United States,Tokyo,San Francisco,Unknown,Software,,"Software, Hardware + Software, Enterprises, Cloud Computing",10.0,11.0,1,0,0,29.0,12000.0,21000000.0,3
Salesforce acquired Salesforce Radian6 in 2011,Salesforce Radian6,Salesforce,2011,"$326,000,000",1,Undisclosed,"Cash, Stock",Canada,United States,Fredericton,San Francisco,Social Media Marketing,Software,"Social Media Marketing, Curated Web, CRM, Social Media Monitoring","Software, Hardware + Software, Enterprises, Cloud Computing",5.0,12.0,1,0,1,29.0,12000.0,21000000.0,2
Salesforce acquired Sendia in 2006,Sendia,Salesforce,2006,Undisclosed amount,0,Complete,Undisclosed,United States,United States,Santa Monica,San Francisco,Wireless,Software,"Wireless, Mobile","Software, Hardware + Software, Enterprises, Cloud Computing",4.0,7.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Sitemasher in 2010,Sitemasher,Salesforce,2010,Undisclosed amount,0,Undisclosed,Cash,United States,United States,Coral Gables,San Francisco,SaaS,Software,"SaaS, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",3.0,11.0,0,1,1,29.0,12000.0,21000000.0,0
Salesforce acquired Stypi in 2012,Stypi,Salesforce,2012,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Francisco,Curated Web,Software,Curated Web,"Software, Hardware + Software, Enterprises, Cloud Computing",,13.0,0,0,1,29.0,12000.0,21000000.0,0
Salesforce acquired Thinkfuse in 2012,Thinkfuse,Salesforce,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Seattle,San Francisco,Finance,Software,"Finance, Enterprises, Collaboration, Enterprise Software","Software, Hardware + Software, Enterprises, Cloud Computing",2.0,13.0,0,1,1,29.0,12000.0,21000000.0,0
Samsung Electronics acquired Boxee in 2013,Boxee,Samsung Electronics,2013,"$30,000,000",1,Undisclosed,Undisclosed,United States,South Korea,New York City,Suwon,Television,Electronics,"Television, Software","Electronics, Hardware + Software",9.0,44.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired Grandis in 2011,Grandis,Samsung Electronics,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,South Korea,Milpitas,Suwon,Semiconductors,Electronics,Semiconductors,"Electronics, Hardware + Software",,42.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired Liquavista in 2011,Liquavista,Samsung Electronics,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,South Korea,,Suwon,Unknown,Electronics,,"Electronics, Hardware + Software",,42.0,0,0,0,10.0,326000.0,0.0,3
Samsung Electronics acquired mSpot in 2012,mSpot,Samsung Electronics,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,South Korea,Palo Alto,Suwon,Music,Electronics,Music,"Electronics, Hardware + Software",8.0,43.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired NeuroLogica in 2013,NeuroLogica,Samsung Electronics,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,South Korea,Danvers,Suwon,Manufacturing,Electronics,Manufacturing,"Electronics, Hardware + Software",9.0,44.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired Nexus Dx in 2011,Nexus Dx,Samsung Electronics,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,South Korea,San Diego,Suwon,Biotechnology,Electronics,Biotechnology,"Electronics, Hardware + Software",,42.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired Novaled in 2013,Novaled,Samsung Electronics,2013,"$347,000,000",1,Undisclosed,Undisclosed,Germany,South Korea,Dresden,Suwon,Clean Technology,Electronics,Clean Technology,"Electronics, Hardware + Software",,44.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired NVELO in 2012,NVELO,Samsung Electronics,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,South Korea,Santa Clara,Suwon,Storage,Electronics,"Storage, Software","Electronics, Hardware + Software",2.0,43.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired Shelby.tv in 2014,Shelby.tv,Samsung Electronics,2014,Undisclosed amount,0,Pending,Undisclosed,United States,South Korea,New York City,Suwon,Predictive Analytics,Electronics,"Predictive Analytics, Video, Mobile","Electronics, Hardware + Software",3.0,45.0,1,0,1,10.0,326000.0,0.0,0
Samsung Electronics acquired SmartThings in 2014,SmartThings,Samsung Electronics,2014,"$200,000,000",1,Pending,Undisclosed,United States,South Korea,Washington,Suwon,Home Automation,Electronics,"Home Automation, Internet of Things, Open Source, Internet, Mobile","Electronics, Hardware + Software",2.0,45.0,1,0,1,10.0,326000.0,0.0,0
SanDisk acquired FlashSoft in 2012,FlashSoft,SanDisk,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,Milpitas,Networking,Curated Web,"Networking, Storage, Virtualization, Software",Curated Web,3.0,24.0,0,1,1,6.0,5459.0,0.0,0
SanDisk acquired Fusion-io in 2014,Fusion-io,SanDisk,2014,"$1,100,000,000",1,Pending,Cash,United States,United States,Salt Lake City,Milpitas,Software,Curated Web,"Software, Enterprise Software",Curated Web,8.0,26.0,0,1,1,6.0,5459.0,0.0,0
SanDisk acquired MusicGremlin in 2008,MusicGremlin,SanDisk,2008,Undisclosed amount,0,Undisclosed,Undisclosed,Japan,United States,Usa,Milpitas,Hardware + Software,Curated Web,Hardware + Software,Curated Web,20.0,20.0,1,0,1,6.0,5459.0,0.0,0
SanDisk acquired Pliant Technology in 2011,Pliant Technology,SanDisk,2011,"$327,000,000",1,Undisclosed,Cash,United States,United States,Milpitas,Milpitas,Enterprise Software,Curated Web,Enterprise Software,Curated Web,5.0,23.0,0,1,1,6.0,5459.0,0.0,2
SanDisk acquired Schooner Information Technology in 2012,Schooner Information Technology,SanDisk,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,Milpitas,Databases,Curated Web,"Databases, Enterprise Software",Curated Web,5.0,24.0,0,1,1,6.0,5459.0,0.0,0
SanDisk acquired SMART Storage Systems in 2013,SMART Storage Systems,SanDisk,2013,"$307,000,000",1,Undisclosed,Undisclosed,United States,United States,Newark,Milpitas,Software,Curated Web,Software,Curated Web,5.0,25.0,0,1,1,6.0,5459.0,0.0,0
SAP acquired Ariba in 2012,Ariba,SAP,2012,"$4,300,000,000",1,Undisclosed,Undisclosed,United States,Germany,Sunnyvale,,Software,Enterprise Software,Software,Enterprise Software,16.0,40.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired Clear Standards in 2009,Clear Standards,SAP,2009,Undisclosed amount,0,Undisclosed,Undisclosed,United States,Germany,Sterling,,Enterprise Software,Enterprise Software,Enterprise Software,Enterprise Software,,37.0,1,0,1,13.0,66500.0,0.0,2
SAP acquired Coghead in 2009,Coghead,SAP,2009,Undisclosed amount,0,Undisclosed,Undisclosed,United States,Germany,Redwood City,,Curated Web,Enterprise Software,"Curated Web, Software, Web Development, Apps, PaaS, Databases, Internet",Enterprise Software,6.0,37.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired Fieldglass in 2014,Fieldglass,SAP,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,Germany,Chicago,,Software,Enterprise Software,Software,Enterprise Software,15.0,42.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired hybris in 2013,hybris,SAP,2013,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,Germany,Montréal,,Enterprise Software,Enterprise Software,Enterprise Software,Enterprise Software,16.0,41.0,1,0,1,13.0,66500.0,0.0,2
SAP acquired KXEN in 2013,KXEN,SAP,2013,Undisclosed amount,0,Complete,Undisclosed,United States,Germany,San Francisco,,Analytics,Enterprise Software,"Analytics, Software, Data Mining",Enterprise Software,15.0,41.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired OpTier in 2104,OpTier,SAP,2104,"$10,000,000,000",1,Pending,Cash,United States,Germany,New York City,,Analytics,Enterprise Software,Analytics,Enterprise Software,99.0,132.0,1,0,1,13.0,66500.0,0.0,2
SAP acquired Right Hemisphere in 2011,Right Hemisphere,SAP,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,Germany,Pleasanton,,Enterprise Software,Enterprise Software,Enterprise Software,Enterprise Software,14.0,39.0,1,0,1,13.0,66500.0,0.0,2
SAP acquired SAF in 2009,SAF,SAP,2009,"$100,000,000",1,Undisclosed,Undisclosed,Switzerland,Germany,Tagerwilen,,Software,Enterprise Software,Software,Enterprise Software,13.0,37.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired SeeWhy in 2014,SeeWhy,SAP,2014,Undisclosed amount,0,Complete,Undisclosed,United States,Germany,Boston,,Advertising,Enterprise Software,"Advertising, Analytics",Enterprise Software,11.0,42.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired SuccessFactors in 2012,SuccessFactors,SAP,2012,"$3,400,000,000",1,Undisclosed,Undisclosed,United States,Germany,San Francisco,,Career Management,Enterprise Software,"Career Management, Enterprises, SaaS, Enterprise Software",Enterprise Software,11.0,40.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired Sybase in 2010,Sybase,SAP,2010,"$5,800,000,000",1,Undisclosed,Cash,United States,Germany,Dublin,,Software,Enterprise Software,Software,Enterprise Software,26.0,38.0,1,0,1,13.0,66500.0,0.0,0
SAP acquired Syclo in 2012,Syclo,SAP,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,Germany,Hoffman Estates,,Mobile,Enterprise Software,Mobile,Enterprise Software,,40.0,1,0,1,13.0,66500.0,0.0,0
Science acquired delicious in 2014,delicious,Science,2014,Undisclosed amount,0,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
SiteAdvisor acquired McAfee in 2006,McAfee,SiteAdvisor,2006,Undisclosed amount,0,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
Sony acquired Convergent Media Systems in 2010,Convergent Media Systems,Sony,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Alpharetta,San Diego,Unknown,Hardware + Software,,Hardware + Software,,64.0,0,1,0,4.0,140900.0,0.0,3
Sony acquired Gaikai in 2012,Gaikai,Sony,2012,"$380,000,000",1,Undisclosed,Undisclosed,United States,United States,San Mateo,San Diego,Games,Hardware + Software,Games,Hardware + Software,4.0,66.0,0,1,1,4.0,140900.0,0.0,0
Sony acquired Gracenote in 2008,Gracenote,Sony,2008,"$260,000,000",1,Undisclosed,Undisclosed,,United States,,San Diego,Unknown,Hardware + Software,,Hardware + Software,,62.0,0,0,0,4.0,140900.0,0.0,3
Sony acquired LittleBigPlanet in 2010,LittleBigPlanet,Sony,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Diego,Games,Hardware + Software,Games,Hardware + Software,,64.0,0,0,1,4.0,140900.0,0.0,0
StubHub acquired Flockish in 2012,Flockish,StubHub,2012,Undisclosed amount,0,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
StumbleUpon acquired StumbleUpon in 2009,StumbleUpon,StumbleUpon,2009,"$29,000,000",1,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
Symantec acquired @Stake in 2004,@Stake,Symantec,2004,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Software,Security,Software,Security,,22.0,0,0,1,17.0,20402.0,0.0,0
Symantec acquired AppStream in 2008,AppStream,Symantec,2008,"$53,000,000",1,Undisclosed,Undisclosed,United States,United States,Palo Alto,Mountain View,Software,Security,Software,Security,9.0,26.0,0,1,1,17.0,20402.0,0.0,0
Symantec acquired Brightmail in 2004,Brightmail,Symantec,2004,"$370,000,000",1,Undisclosed,Cash,,United States,,Mountain View,Curated Web,Security,Curated Web,Security,,22.0,0,0,1,17.0,20402.0,0.0,0
Symantec acquired Clearwell Systems in 2011,Clearwell Systems,Symantec,2011,"$410,000,000",1,Undisclosed,Cash,United States,United States,Mountain View,Mountain View,Ediscovery,Security,"Ediscovery, Enterprise Software",Security,7.0,29.0,0,1,1,17.0,20402.0,0.0,0
Symantec acquired GuardianEdge Technologies in 2010,GuardianEdge Technologies,Symantec,2010,"$70,000,000",1,Undisclosed,Cash,United States,United States,San Mateo,Mountain View,Enterprise Software,Security,Enterprise Software,Security,8.0,28.0,0,1,1,17.0,20402.0,0.0,2
Symantec acquired LiveOffice in 2012,LiveOffice,Symantec,2012,"$115,000,000",1,Undisclosed,Undisclosed,United States,United States,Torrance,Mountain View,Web Hosting,Security,Web Hosting,Security,14.0,30.0,0,1,1,17.0,20402.0,0.0,0
Symantec acquired MessageLabs in 2008,MessageLabs,Symantec,2008,"$695,000,000",1,Undisclosed,Undisclosed,Great Britain,United States,Gloucester,Mountain View,Security,Security,Security,Security,9.0,26.0,1,0,1,17.0,20402.0,0.0,0
